pl_name,ra,dec,sy_dist,sy_plx
11 Com b,185.1787793,17.7932516,93.1846000,10.7104000
11 UMi b,229.2745954,71.8239428,125.3210000,7.9538800
14 And b,352.8241500,39.2358367,75.4392000,13.2289000
14 Her b,242.6021014,43.8163621,17.9323000,55.7363000
16 Cyg B b,295.4656422,50.5168243,21.1397000,47.2754000
17 Sco b,243.4620874,-11.8377905,124.9530000,7.9805000
18 Del b,314.6078375,10.8391378,76.2220000,13.0922000
1RXS J160929.1-210524 b,242.3762343,-21.0831403,139.1350000,7.1594900
24 Boo b,217.1555242,49.8446488,95.9863000,10.3900000
24 Sex b,155.8684866,-0.9023998,72.0691000,13.8488000
24 Sex c,155.8684866,-0.9023998,72.0691000,13.8488000
2M0437 b,69.3405531,26.8502997,128.4840000,7.7552400
2MASS J01225093-2439505 b,20.7128012,-24.6646128,33.8281000,29.5326000
2MASS J02192210-3925225 b,34.8427046,-39.4230767,40.0896412,24.9440995
2MASS J0249-0557 c,42.4851627,-5.9599921,66.0613000,15.1097000
2MASS J03590986+2009361 b,59.7911026,20.1599759,117.4350000,8.4918300
2MASS J04414489+2301513 b,70.4371079,23.0308544,120.4239870,8.3039935
2MASS J11550485-7919108 b,178.7691634,-79.3197558,100.8620000,9.8861800
2MASS J12073346-3932539 b,181.8890906,-39.5484399,64.3080000,15.5242000
2MASS J19383260+4603591 b,294.6359173,46.0664076,396.3320000,2.4952200
2MASS J21252752-8138278 b,321.3662989,-81.6414894,34.1154000,29.2836000
2MASS J22362452+4751425 b,339.1025931,47.8616830,69.5737000,14.3444000
30 Ari B b,39.2412736,24.6480103,44.6570000,22.3641000
4 UMa b,130.0528099,64.3280504,73.4603000,13.5901000
42 Dra b,276.4975053,65.5633652,90.6545000,11.0061000
47 UMa b,164.8647611,40.4304931,13.7967000,72.4528000
47 UMa c,164.8647611,40.4304931,13.7967000,72.4528000
47 UMa d,164.8647611,40.4304931,13.7967000,72.4528000
51 Eri b,69.4007424,-2.4738245,29.7575000,33.5770000
51 Peg b,344.3675399,20.7690958,15.4614000,64.6488000
55 Cnc b,133.1468373,28.3298154,12.5855000,79.4274000
55 Cnc c,133.1468373,28.3298154,12.5855000,79.4274000
55 Cnc d,133.1468373,28.3298154,12.5855000,79.4274000
55 Cnc e,133.1468373,28.3298154,12.5855000,79.4274000
55 Cnc f,133.1468373,28.3298154,12.5855000,79.4274000
6 Lyn b,97.6960311,58.1611753,54.6599000,18.2668000
61 Vir b,199.5964550,-18.3157745,8.5033200,117.5730000
61 Vir c,199.5964550,-18.3157745,8.5033200,117.5730000
61 Vir d,199.5964550,-18.3157745,8.5033200,117.5730000
7 CMa b,99.1712760,-19.2561808,19.8101000,50.4571000
7 CMa c,99.1712760,-19.2561808,19.8101000,50.4571000
70 Vir b,202.1064898,13.7763085,17.9011000,55.8347000
75 Cet b,38.0391598,-1.0350269,82.9613000,12.0264000
75 Cet c,38.0391598,-1.0350269,82.9613000,12.0264000
8 UMi b,224.2016850,74.9009379,162.5520000,6.1230400
81 Cet b,39.4243555,-3.3963607,101.2600000,9.8489500
91 Aqr b,348.9745031,-9.0878076,44.0304000,22.6884000
AB Aur b,73.9410446,30.5510888,162.1270000,6.1399600
AB Pic b,94.8039208,-58.0541184,50.0475000,19.9521000
AF Lep b,81.7699216,-11.9011752,26.8564000,37.2061000
AU Mic b,311.2911369,-31.3424500,9.7221000,102.8290000
AU Mic c,311.2911369,-31.3424500,9.7221000,102.8290000
AU Mic d,311.2911369,-31.3424500,9.7221000,102.8290000
BD+03 2562 b,177.5647268,2.7601075,1070.6300000,0.9034030
BD+14 4559 b,318.4010002,14.6893834,49.3520000,20.2337000
BD+15 2375 b,176.4820239,14.6163182,768.0450000,1.2732700
BD+15 2940 b,240.0956400,15.5467507,426.4200000,2.3168900
BD+20 2457 b,154.1867820,19.8912626,1539.7100000,0.5984970
BD+20 2457 c,154.1867820,19.8912626,1539.7100000,0.5984970
BD+20 274 b,25.9203179,21.0052692,1322.5100000,0.7226190
BD+20 594 b,53.6511231,20.5990205,179.4610000,5.5436600
BD+45 564 b,32.9470485,45.9242187,53.6220000,18.6205000
BD+48 738 b,40.7102869,49.5869395,871.4930000,1.1208600
BD+48 740 b,40.7425426,48.9300579,666.5890000,1.4728900
BD+49 828 b,45.6406187,49.7299481,442.0420000,2.2342000
BD+55 362 b,23.9636676,56.6982282,52.5697000,18.9935000
BD+60 1417 b,190.8875453,60.0143636,44.9543000,22.2159000
BD+63 1405 b,271.3979337,63.6700064,38.0473000,26.2541000
BD-06 1339 b,88.2511811,-5.9963378,20.2695000,49.3062000
BD-06 1339 c,88.2511811,-5.9963378,20.2695000,49.3062000
BD-08 2823 b,150.1971964,-9.5165689,41.3342000,24.1641000
BD-08 2823 c,150.1971964,-9.5165689,41.3342000,24.1641000
BD-10 3166 b,164.6191243,-10.7704227,84.4069000,11.8187000
BD-11 4672 b,278.3688659,-11.6370481,27.1665000,36.7812000
BD-11 4672 c,278.3688659,-11.6370481,27.1665000,36.7812000
BD-13 2130 b,114.2884692,-13.9066703,925.2140000,1.0540200
BD-14 3065 b,153.6696689,-15.6428372,589.4230000,1.6684800
BD-17 63 b,7.1413494,-16.2273254,34.4603000,28.9903000
BD-210397 b,33.3024198,-21.1962147,23.7324000,42.1075000
BD-210397 c,33.3024198,-21.1962147,23.7324000,42.1075000
CD Cet b,48.3530155,4.7751881,8.6071500,116.1540000
CFBDSIR J145829+101343 b,224.6208333,10.2286111,23.1000000,43.3000000
CHXR 73 b,166.6193985,-77.6258725,190.3740000,5.2343500
CI Tau c,68.4667685,22.8416192,157.9980000,6.3007900
COCONUTS-2 b,117.3009140,-76.7026960,10.8864000,91.8291000
CT Cha b,166.0375038,-76.4553693,190.7200000,5.2144400
CoRoT-1 b,102.0798591,-3.1021394,787.9090000,1.2417600
CoRoT-10 b,291.0636813,0.7460143,338.3860000,2.9269400
CoRoT-11 b,280.6872998,5.9376586,655.0370000,1.5007100
CoRoT-12 b,100.7656871,-1.2964437,1126.3700000,0.8612340
CoRoT-13 b,102.7211432,-5.0864557,1148.9300000,0.8439470
CoRoT-14 b,103.4242023,-5.5360385,1744.6000000,0.5473580
CoRoT-16 b,278.5246658,-6.0026026,732.4090000,1.3405600
CoRoT-17 b,278.6992360,-6.6122880,1176.1200000,0.8233800
CoRoT-18 b,98.1724172,-0.0316045,764.8890000,1.2806300
CoRoT-19 b,97.0335983,-0.1707293,790.6630000,1.2376400
CoRoT-2 b,291.7770457,1.3836634,213.2830000,4.6607600
CoRoT-20 b,97.7204249,0.2268931,844.0610000,1.1569900
CoRoT-20 c,97.7204249,0.2268931,844.0610000,1.1569900
CoRoT-21 b,101.0526207,-0.2991544,1398.8341969,0.7148810
CoRoT-22 b,280.6671392,6.2191669,627.1580000,1.5662400
CoRoT-23 b,279.7826586,4.3577516,1060.9700000,0.9154200
CoRoT-24 b,101.9225430,-3.7192892,591.5550000,1.6632900
CoRoT-24 c,101.9225430,-3.7192892,591.5550000,1.6632900
CoRoT-25 b,280.6296561,6.5138223,1103.4800000,0.8788530
CoRoT-27 b,278.4958319,5.5383811,1010.2800000,0.9660400
CoRoT-28 b,278.6883216,5.5736911,766.1830000,1.2768500
CoRoT-29 b,278.9020691,6.4795703,806.5070000,1.2156200
CoRoT-3 b,292.0552827,0.1218359,768.7710000,1.2747200
CoRoT-30 b,277.6011767,6.8359338,1032.2300000,0.9424470
CoRoT-31 b,94.8207350,-4.4222978,2005.7600000,0.4700260
CoRoT-35 b,289.3143526,-2.7747085,1123.2100000,0.8639750
CoRoT-36 b,277.7510149,7.1833465,925.9580000,1.0522700
CoRoT-4 b,102.1946233,-0.6727861,726.4120000,1.3484400
CoRoT-5 b,101.2772396,0.8152163,882.4720000,1.1054000
CoRoT-6 b,281.0725563,6.6632062,645.2940000,1.5215200
CoRoT-7 b,100.9561682,-1.0630076,159.9060000,6.2250400
CoRoT-7 c,100.9561682,-1.0630076,159.9060000,6.2250400
CoRoT-7 d,100.9561682,-1.0630076,159.9060000,6.2250400
CoRoT-8 b,291.5885696,1.4262972,322.0370000,3.0766200
CoRoT-9 b,280.7866461,6.2040783,412.9800000,2.3929500
CoRoTID 223977153 b,100.1951714,9.2573953,576.6830000,1.7058900
DE CVn b,201.7207198,45.5455449,30.5225000,32.7338000
DENIS-P J082303.1-491201 b,125.7620668,-49.2003008,20.7700000,48.1600000
DH Tau b,67.4231674,26.5493897,134.8460000,7.3879900
DMPP-1 b,86.7761233,-10.6303217,62.5388000,15.9613000
DMPP-1 c,86.7761233,-10.6303217,62.5388000,15.9613000
DMPP-1 d,86.7761233,-10.6303217,62.5388000,15.9613000
DMPP-1 e,86.7761233,-10.6303217,62.5388000,15.9613000
DMPP-2 b,27.4077310,-34.4590985,137.9400000,7.2208400
DMPP-3 A b,91.6243820,-72.5126648,45.2300000,22.1100000
DMPP-4 b,293.5826648,51.2358069,25.3284000,39.4525000
DP Leo b,169.3162193,17.9615717,305.6840000,3.2780700
DS Tuc A b,354.9154673,-69.1960430,44.0622000,22.6663000
EPIC 201238110 b,179.7058532,-3.3894613,159.2590000,6.2508800
EPIC 201427007 b,184.6021322,-0.5512886,706.3910000,1.3870400
EPIC 201497682 b,168.9366786,0.4880606,253.0260000,3.9233900
EPIC 201595106 b,183.7203635,1.9681688,232.1000000,4.2803400
EPIC 201615463 c,185.1880932,2.2823788,476.8820000,2.0687700
EPIC 201754305 d,175.0972238,4.5574311,334.9670000,2.9569100
EPIC 201833600 c,169.4836540,5.9882890,257.4430000,3.8561600
EPIC 201841433 b,175.2067520,6.1348146,436.4880000,2.2627400
EPIC 205950854 c,333.1100738,-16.3418863,243.9350000,4.0723500
EPIC 206024342 b,331.2771441,-14.1218019,369.8880000,2.6751800
EPIC 206024342 c,331.2771441,-14.1218019,369.8880000,2.6751800
EPIC 206024342 d,331.2771441,-14.1218019,369.8880000,2.6751800
EPIC 206032309 b,341.2404563,-13.9011223,161.3650000,6.1694000
EPIC 206042996 b,337.5136198,-13.6101475,451.7690000,2.1868900
EPIC 206042996 c,337.5136198,-13.6101475,451.7690000,2.1868900
EPIC 206215704 b,335.0949721,-9.5097112,109.8880000,9.0727000
EPIC 206317286 b,337.6178427,-7.9724560,314.3500000,3.1525400
EPIC 206317286 c,337.6178427,-7.9724560,314.3500000,3.1525400
EPIC 211822797 b,130.4102091,17.6399744,186.1970000,5.3420900
EPIC 211945201 b,136.5741931,19.4020565,181.6900000,5.4752900
EPIC 212297394 b,207.2061241,-17.6098985,418.3950000,2.3621200
EPIC 212297394 c,207.2061241,-17.6098985,418.3950000,2.3621200
EPIC 212424622 b,202.3313765,-14.3594358,611.8040000,1.6060000
EPIC 212499991 b,202.4887520,-12.7347749,283.2900000,3.5012400
EPIC 212587672 b,205.4445125,-10.8625468,320.0700000,3.0971300
EPIC 212587672 c,205.4445125,-10.8625468,320.0700000,3.0971300
EPIC 212624936 b,210.6376171,-10.0236852,561.9290000,1.7511100
EPIC 212624936 c,210.6376171,-10.0236852,561.9290000,1.7511100
EPIC 212737443 b,204.2215065,-7.3180577,336.2500000,2.9458200
EPIC 212737443 c,204.2215065,-7.3180577,336.2500000,2.9458200
EPIC 220492298 b,16.7615005,6.5887980,624.5120000,1.5724800
EPIC 220554210 c,13.4321524,7.9952914,496.2890000,1.9862700
EPIC 220674823 b,13.0800239,10.7947051,244.5900000,4.0602900
EPIC 220674823 c,13.0800239,10.7947051,244.5900000,4.0602900
EPIC 228836835 b,189.5748998,-5.2446247,150.1240000,6.6337500
EPIC 229004835 b,186.4860415,-1.4047214,121.9710000,8.1703600
EPIC 246851721 b,78.9198197,16.2786991,372.6320000,2.6639100
EPIC 248847494 b,159.3890808,11.8427484,551.8860000,1.7834600
EPIC 249893012 b,228.2482353,-16.7246474,321.2960000,3.0842900
EPIC 249893012 c,228.2482353,-16.7246474,321.2960000,3.0842900
EPIC 249893012 d,228.2482353,-16.7246474,321.2960000,3.0842900
FU Tau b,65.8974962,25.0506711,133.4950466,7.4909146
G 196-3 b,151.0884754,50.3861806,21.7912000,45.8611000
G 264-012 b,326.6719598,66.8038480,16.0090000,62.4358000
G 264-012 c,326.6719598,66.8038480,16.0090000,62.4358000
G 9-40 b,134.7188514,21.0747961,27.9276000,35.7781000
GJ 1002 b,1.6764641,-7.5462123,4.8486700,206.2130000
GJ 1002 c,1.6764641,-7.5462123,4.8486700,206.2130000
GJ 1061 b,54.0032486,-44.5143104,3.6727800,272.2450000
GJ 1061 c,54.0032486,-44.5143104,3.6727800,272.2450000
GJ 1061 d,54.0032486,-44.5143104,3.6727800,272.2450000
GJ 1132 b,153.7090696,-47.1549358,12.6130000,79.2543000
GJ 1132 c,153.7090696,-47.1549358,12.6130000,79.2543000
GJ 1148 b,175.4326081,42.7515862,11.0143000,90.7623000
GJ 1148 c,175.4326081,42.7515862,11.0143000,90.7623000
GJ 1151 c,177.7304866,48.3732334,8.0362500,124.4070000
GJ 1214 b,258.8313991,4.9606795,14.6427000,68.2653000
GJ 1252 b,306.9286462,-56.4622865,20.3730000,49.0558000
GJ 1265 b,333.4324675,-17.6870623,10.2525000,97.5087000
GJ 143 b,51.7501882,-63.5001660,16.3200000,61.2455000
GJ 15 A b,4.6126677,44.0247296,3.5622800,280.6900000
GJ 15 A c,4.6126677,44.0247296,3.5622800,280.6900000
GJ 160.2 b,61.6454173,-20.8564724,25.8557000,38.6473000
GJ 163 b,62.3228353,-53.3711768,15.1285000,66.0714000
GJ 163 c,62.3228353,-53.3711768,15.1285000,66.0714000
GJ 163 d,62.3228353,-53.3711768,15.1285000,66.0714000
GJ 179 b,73.0245495,6.4752347,12.3560000,80.9036000
GJ 180 b,73.4600970,-17.7761940,11.9407000,83.7182000
GJ 180 c,73.4600970,-17.7761940,11.9407000,83.7182000
GJ 180 d,73.4600970,-17.7761940,11.9407000,83.7182000
GJ 2030 b,50.8237604,-7.7950429,37.0788000,26.9407000
GJ 2030 c,50.8237604,-7.7950429,37.0788000,26.9407000
GJ 2056 b,108.0194945,-24.8921008,28.4434000,35.1286000
GJ 229 A c,92.6435993,-21.8677233,5.7562400,173.6960000
GJ 229 b,92.6435993,-21.8677233,5.7562400,173.6960000
GJ 238 b,98.4548810,-58.5250316,15.2142000,65.6992000
GJ 251 b,103.7002499,33.2664632,5.5805700,179.1640000
GJ 27.1 b,9.9980016,-44.2541679,23.6062000,42.3328000
GJ 273 b,111.8520910,5.2258070,5.9215350,263.2600000
GJ 273 c,111.8520910,5.2258070,5.9215350,263.2600000
GJ 3021 b,4.0634323,-79.8514218,17.5559000,56.9319000
GJ 3082 b,18.6432425,-53.9407751,16.6186000,60.1445000
GJ 3090 b,20.4384281,-46.7147234,22.4751000,44.4649000
GJ 3138 b,32.2977385,-16.3392495,28.4712000,35.0943000
GJ 3138 c,32.2977385,-16.3392495,28.4712000,35.0943000
GJ 3138 d,32.2977385,-16.3392495,28.4712000,35.0943000
GJ 317 b,130.2445254,-23.4528090,15.1968000,65.7744000
GJ 317 c,130.2445254,-23.4528090,15.1968000,65.7744000
GJ 3222 b,50.8972464,-40.0762325,18.2381700,54.8301000
GJ 328 b,133.7819507,1.5420011,20.5266000,48.6883000
GJ 328 c,133.7819507,1.5420011,20.5266000,48.6883000
GJ 3293 b,67.1484425,-25.1713396,20.1903000,49.4999000
GJ 3293 c,67.1484425,-25.1713396,20.1903000,49.4999000
GJ 3293 d,67.1484425,-25.1713396,20.1903000,49.4999000
GJ 3293 e,67.1484425,-25.1713396,20.1903000,49.4999000
GJ 3323 b,75.4868824,-6.9485133,5.3748400,186.0230000
GJ 3323 c,75.4868824,-6.9485133,5.3748400,186.0230000
GJ 3341 b,78.9471415,-31.2948458,23.6190000,42.3099000
GJ 338 B b,138.5916722,52.6835211,6.3325600,157.8850000
GJ 3470 b,119.7735021,15.3912090,29.4214000,33.9601000
GJ 3473 b,120.5936065,3.3371629,27.3644000,36.5150000
GJ 3473 c,120.5936065,3.3371629,27.3644000,36.5150000
GJ 3512 b,130.3316616,59.4918364,9.4863700,105.3860000
GJ 3512 c,130.3316616,59.4918364,9.4863700,105.3860000
GJ 357 b,144.0074644,-21.6650634,9.4418100,105.8830000
GJ 357 c,144.0074644,-21.6650634,9.4418100,105.8830000
GJ 357 d,144.0074644,-21.6650634,9.4418100,105.8830000
GJ 3634 b,164.6433493,-31.1443383,20.3779000,49.0440000
GJ 367 b,146.1214640,-45.7790165,9.4126300,106.2110000
GJ 367 c,146.1214640,-45.7790165,9.4126300,106.2110000
GJ 367 d,146.1214640,-45.7790165,9.4126300,106.2110000
GJ 3779 b,200.7335358,24.4639425,13.7430000,72.7352000
GJ 3929 b,239.5775678,35.4081141,15.8095000,63.2240000
GJ 3929 c,239.5775678,35.4081141,15.8095000,63.2240000
GJ 393 b,157.2288672,0.8378485,7.0314900,142.1880000
GJ 3942 b,242.2645452,52.9441443,16.9287000,59.0421000
GJ 3988 b,255.8503747,51.4089795,9.9105000,100.8740000
GJ 3998 b,259.0020507,11.0561751,18.1459000,55.0799000
GJ 3998 c,259.0020507,11.0561751,18.1459000,55.0799000
GJ 411 b,165.8344710,35.9723170,5.6757730,392.4000000
GJ 414 A b,167.7745044,30.4451688,11.8893000,84.0803000
GJ 414 A c,167.7745044,30.4451688,11.8893000,84.0803000
GJ 422 b,168.9810458,-57.5425629,12.6631000,78.9409000
GJ 4276 b,336.3221454,59.4125030,21.3362000,46.8399000
GJ 433 b,173.8619194,-32.5436302,9.0645600,110.2910000
GJ 433 c,173.8619194,-32.5436302,9.0645600,110.2910000
GJ 433 d,173.8619194,-32.5436302,9.0645600,110.2910000
GJ 436 b,175.5505363,26.7030669,9.7532100,102.5010000
GJ 463 b,185.7440496,64.0324311,18.3554000,54.4509000
GJ 480 b,189.7134226,11.6950708,14.2358000,70.2164000
GJ 486 b,191.9815310,9.7494181,8.0742600,123.8210000
GJ 504 b,199.1923480,9.4249781,17.5299000,57.0186000
GJ 514 b,202.5040424,10.3725387,7.6177800,131.2430000
GJ 536 b,210.2597264,-2.6522901,10.4092000,96.0398000
GJ 581 b,229.8564725,-7.7226935,6.2981000,158.7490000
GJ 581 c,229.8564725,-7.7226935,6.2981000,158.7490000
GJ 581 e,229.8564725,-7.7226935,6.2981000,158.7490000
GJ 625 b,246.3557854,54.3033625,6.4724900,154.4710000
GJ 649 b,254.5363221,25.7419719,10.3796000,96.3141000
GJ 667 C b,259.7510609,-34.9977651,7.2439600,138.0170000
GJ 667 C c,259.7510609,-34.9977651,7.2439600,138.0170000
GJ 667 C e,259.7510609,-34.9977651,7.2439600,138.0170000
GJ 667 C f,259.7510609,-34.9977651,7.2439600,138.0170000
GJ 667 C g,259.7510609,-34.9977651,7.2439600,138.0170000
GJ 674 b,262.1700476,-46.8989826,4.5489600,219.8010000
GJ 676 A b,262.5448903,-51.6377777,16.0272000,62.3650000
GJ 676 A c,262.5448903,-51.6377777,16.0272000,62.3650000
GJ 676 A d,262.5448903,-51.6377777,16.0272000,62.3650000
GJ 676 A e,262.5448903,-51.6377777,16.0272000,62.3650000
GJ 680 b,263.8072214,-48.6788427,9.6731500,103.3500000
GJ 682 b,264.2610245,-44.3232519,5.0067100,199.7030000
GJ 682 c,264.2610245,-44.3232519,5.0067100,199.7030000
GJ 685 b,263.8960378,61.6793482,14.3155000,69.8254000
GJ 687 b,264.1041731,68.3336741,4.5493900,219.7810000
GJ 687 c,264.1041731,68.3336741,4.5493900,219.7810000
GJ 720 A b,278.8294172,45.7456038,15.5575000,64.2488000
GJ 724 b,280.2383650,-13.3824997,16.9658000,58.9132000
GJ 740 b,284.4997178,5.9028670,11.1017000,90.0477000
GJ 806 b,311.2697002,44.5002351,12.0445000,82.9968000
GJ 806 c,311.2697002,44.5002351,12.0445000,82.9968000
GJ 832 b,323.3912616,-49.0125169,4.9643500,201.4070000
GJ 849 b,332.4229938,-4.6408317,8.8005800,113.6000000
GJ 849 c,332.4229938,-4.6408317,8.8005800,113.6000000
GJ 86 b,32.6224785,-50.8209945,10.7836000,92.7042000
GJ 876 b,343.3239737,-14.2665958,4.6751700,213.8670000
GJ 876 c,343.3239737,-14.2665958,4.6751700,213.8670000
GJ 876 d,343.3239737,-14.2665958,4.6751700,213.8670000
GJ 876 e,343.3239737,-14.2665958,4.6751700,213.8670000
GJ 887 b,346.4668274,-35.8530693,3.2900000,303.9000000
GJ 887 c,346.4668274,-35.8530693,3.2900000,303.9000000
GJ 896 A b,352.9700384,19.9370011,6.2602200,159.7100000
GJ 900 b,353.7526177,1.6055211,20.8065000,48.0331000
GJ 9066 c,30.0588307,13.0443172,4.4710000,223.6350000
GJ 9404 b,184.8472095,28.3827126,23.8839000,41.8403000
GJ 96 b,35.5624031,47.8802075,11.9315000,83.7829000
GJ 9689 b,303.4677310,13.3888921,30.6203000,32.6292000
GJ 9714 b,315.4141767,-32.5250028,20.5121000,48.7229000
GJ 9827 b,351.7717763,-1.2853435,29.6610000,33.6855000
GJ 9827 c,351.7717763,-1.2853435,29.6610000,33.6855000
GJ 9827 d,351.7717763,-1.2853435,29.6610000,33.6855000
GPX-1 b,38.3691648,56.0257080,655.0130000,1.4989500
GQ Lup b,237.3003643,-35.6515055,151.1690000,6.5867800
GSC 06214-00210 b,245.4776921,-20.7193398,108.5000000,9.1879700
GU Psc b,18.1464850,17.0650029,47.5501000,21.0019000
Gaia-1 b,90.6436658,-0.5771099,363.6600000,2.7211200
Gaia-2 b,110.7353308,67.2526565,209.2290000,4.7506600
Gl 378 b,150.5865513,48.0824515,14.9545000,66.8407000
Gl 49 b,15.6687321,62.3454386,9.8528000,101.4650000
Gl 686 b,264.4764878,18.5959509,8.1572800,122.5610000
Gliese 12 b,3.9579137,13.5576175,12.2100000,81.8711000
HAT-P-1 b,344.4453632,38.6749190,158.9790000,6.2615300
HAT-P-11 b,297.7101763,48.0818635,37.7647000,26.4508000
HAT-P-11 c,297.7101763,48.0818635,37.7647000,26.4508000
HAT-P-12 b,209.3886452,43.4933100,142.7510000,6.9763200
HAT-P-13 b,129.8823772,47.3519076,246.8100000,4.0231300
HAT-P-13 c,129.8823772,47.3519076,246.8100000,4.0231300
HAT-P-14 b,260.1161719,38.2421682,222.6630000,4.4623300
HAT-P-15 b,66.2481420,39.4606020,192.5160000,5.1663800
HAT-P-16 b,9.5730343,42.4630961,226.6370000,4.3859100
HAT-P-17 b,324.5359781,30.4881882,92.3831000,10.7960000
HAT-P-17 c,324.5359781,30.4881882,92.3831000,10.7960000
HAT-P-18 b,256.3463760,33.0123251,161.4000000,6.1669300
HAT-P-19 b,9.5165832,34.7114025,202.0780000,4.9199800
HAT-P-2 b,245.1514324,41.0479601,127.7740000,7.7974900
HAT-P-2 c,245.1514324,41.0479601,127.7740000,7.7974900
HAT-P-20 b,111.9164295,24.3361185,71.0374000,14.0483000
HAT-P-21 b,171.2749348,41.0280207,277.2780000,3.5780700
HAT-P-22 b,155.6814593,50.1287115,81.7647000,12.2014000
HAT-P-23 b,306.1239076,16.7621462,364.8130000,2.7128900
HAT-P-24 b,108.8251171,14.2626064,415.3440000,2.3794700
HAT-P-25 b,48.4354731,25.1973548,300.3840000,3.3009100
HAT-P-26 b,213.1565508,4.0594175,141.8370000,7.0221300
HAT-P-27 b,222.7673221,5.9473626,199.1730000,4.9922000
HAT-P-28 b,13.0009159,34.7284020,401.3190000,2.4632700
HAT-P-29 b,33.1310921,51.7787754,313.5760000,3.1609900
HAT-P-3 b,206.0940142,48.0285650,134.5540000,7.4031100
HAT-P-30 b,123.9498431,5.8368669,213.9850000,4.6449800
HAT-P-31 b,271.5376722,26.4266061,344.0500000,2.8778900
HAT-P-32 b,31.0427614,46.6878512,289.2050000,3.4304600
HAT-P-33 b,113.1842383,33.8350214,396.1100000,2.4966000
HAT-P-34 b,303.1954355,18.1047776,249.3250000,3.9827200
HAT-P-35 b,123.2507030,4.7870288,506.9650000,1.9447800
HAT-P-36 b,188.2662048,44.9153672,294.4190000,3.3677600
HAT-P-37 b,284.2960393,51.2691212,390.5940000,2.5313800
HAT-P-38 b,35.3834942,32.2460441,255.2060000,3.8899100
HAT-P-39 b,113.7582526,17.8300283,697.0040000,1.4063600
HAT-P-4 b,229.9912200,36.2295450,320.4510000,3.0919400
HAT-P-40 b,335.5129199,45.4573423,464.4690000,2.1245900
HAT-P-41 b,297.3226523,4.6724124,348.1850000,2.8438600
HAT-P-42 b,135.3443583,6.0970828,405.2380000,2.4395700
HAT-P-43 b,128.9256885,10.2065866,528.8250000,1.8622700
HAT-P-44 b,213.1438604,47.0147826,347.8500000,2.8459400
HAT-P-44 c,213.1438604,47.0147826,347.8500000,2.8459400
HAT-P-45 b,274.3732697,-3.3810594,298.6400000,3.3218000
HAT-P-46 b,270.4441831,-2.9709800,290.7360000,3.4123700
HAT-P-49 b,305.4413294,26.6926759,350.3510000,2.8257600
HAT-P-5 b,274.4055335,36.6214617,303.3360000,3.2678600
HAT-P-50 b,118.0634379,12.1393474,515.4580000,1.9129300
HAT-P-51 b,21.0651251,32.8107000,440.0890000,2.2439900
HAT-P-52 b,42.7217412,29.0222492,361.1550000,2.7403300
HAT-P-53 b,21.8711012,38.9681137,666.8020000,1.4711400
HAT-P-54 b,99.8979924,25.4824005,143.6510000,6.9325200
HAT-P-55 b,264.2735096,25.7311468,511.3880000,1.9266000
HAT-P-56 b,100.8480137,27.2521823,320.6390000,3.0912300
HAT-P-57 b,274.7434180,10.5971968,279.8600000,3.5450500
HAT-P-58 b,68.8465093,56.8682691,515.5900000,1.9123000
HAT-P-59 b,292.4588212,62.5291892,265.4710000,3.7380500
HAT-P-6 b,354.7740917,42.4659866,275.3580000,3.6035700
HAT-P-60 b,28.2825719,52.0539209,233.2200000,4.2597200
HAT-P-61 b,75.4801665,50.1311784,338.8400000,2.9229800
HAT-P-62 b,74.5043816,48.3008551,348.8150000,2.8388100
HAT-P-63 b,269.5720695,5.7613709,403.4580000,2.4499800
HAT-P-64 b,68.9743955,2.4312732,651.8970000,1.5053700
HAT-P-65 b,315.9054895,11.9893675,738.5190000,1.3260800
HAT-P-66 b,150.5726262,53.9508237,935.4560000,1.0395800
HAT-P-67 b,256.6107279,44.7768849,371.6860000,2.6617600
HAT-P-68 b,118.4831501,23.9382192,202.1520000,4.9179300
HAT-P-69 b,130.5056385,3.7105662,341.2630000,2.9020600
HAT-P-7 b,292.2471900,47.9695429,341.0790000,2.9031000
HAT-P-70 b,74.5523332,9.9979794,330.7390000,2.9962100
HAT-P-8 b,343.0414932,35.4471778,211.5530000,4.6984400
HAT-P-9 b,110.1685157,37.1405946,455.2030000,2.1687000
HATS-1 b,175.5252399,-23.3548451,283.9710000,3.4933600
HATS-10 b,294.3068385,-22.2044872,534.8890000,1.8411800
HATS-11 b,289.4007603,-22.3900092,944.6030000,1.0313500
HATS-12 b,289.2024020,-19.3559227,746.1380000,2.6734930
HATS-13 b,316.9614798,-26.0967205,421.8550000,2.3429100
HATS-14 b,313.2154754,-25.6873756,513.0110000,1.9211900
HATS-15 b,311.0920041,-19.4375266,1139.5500000,0.8538050
HATS-16 b,358.5588439,-30.0130385,757.0440000,1.2921000
HATS-17 b,192.1895676,-47.6136789,400.3310000,2.4713700
HATS-18 b,173.9574203,-29.1560639,624.3680000,1.5735800
HATS-2 b,176.7388264,-22.5630097,341.9250000,2.8960600
HATS-22 b,174.0098693,-29.5433642,229.5180000,4.3283000
HATS-23 b,286.3667500,-50.0673496,639.0040000,1.5364900
HATS-24 b,268.8907069,-61.7474000,494.1820000,1.9965800
HATS-25 b,207.9076746,-23.7812403,471.1580000,2.0945200
HATS-26 b,144.9268593,-28.5856004,861.8430000,1.1318900
HATS-27 b,193.5524603,-46.5877159,816.9880000,1.1982100
